reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOEgHwLxMmi6rLgp_IcU4jHFokvODscKyzSzAZlvekbIYvPsnI2yLI-_85WMBmvOTAhtIV9D5zXZbM7aQw,ayu aida,https://play-lh.googleusercontent.com/a/AATXAJxnChEpZHg7-4L5JLoXQs5sZ45rnEEFR-_ookITcQ=mo,"Sampai sekarang aplikasi tdiak bisa dibuka. Awal mula saya mikir nabung aja dulu trus di ""lupain"". Tiba ada berita seperti kemarin ttg apk fintech lain, saya keinget utk cek bibit saya... ga bisa. Mohon penjelasannya. Semoga hanya krn kendala sistem aplikasinya aja ya. Terima kasih.",2,88,3.27.1,2022-02-04 07:41:10,"Hai kak, untuk kendala tersebut silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Kakak juga bisa sertakan detail screenshot/screen record video atas kendalanya ya. Terima kasih",2022-02-04 10:33:19
gp:AOqpTOF0QO2poiCn5-QiokVCAe7njQxfSi299yL2m9yIYp_VhSZlLMJr626oc-jIXhzFR7LlyKVn9w54xgaBNw,Opi Kristian,https://play-lh.googleusercontent.com/a/AATXAJxuGeVwqybY17oZ0s3daaGvBDLIkqokcmkLd1Is=mo,"Bibit erorr ya, sejak kemarin akun saya kok gak bisa dibukak ya, kok jadi takut saya, mana sudah isi saldo lagi, mohon penjelasannya admin, sama kalo mau komplain kemana ini ....??!!!!!",1,48,3.25.0,2022-01-02 17:16:11,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:59:41
gp:AOqpTOGHGF7AaXjArZiRFtOwalq9cDIxh9nr1uNAPv4S48Kqe1BZeZkuPRW276kEsnXoT9IUJW7Z5YROgehbHw,Sri Salni,https://play-lh.googleusercontent.com/a/AATXAJz_Lj7TV47Y88m6jn4n10RJMJ9ImcPCwCeW3SPg=mo,"Bismillah baru kali pertama, klau bagus di Tamba sampai bintang 5",3,0,3.29.3,2022-03-09 06:52:52,,
gp:AOqpTOG9IQ-_aaOWF9a9Nd5IzGlKngXYSPU-XHgZXSn5E4iFe-zxVduDroAjy33mdMDsjlyyogsOKtkkhjhh4w,Rohmad Sholeh,https://play-lh.googleusercontent.com/a/AATXAJypAdG1WHnoHg9VFOT1QMGoPghpDR5-vRm2ehto1w=mo,"Waktu pembelian sangat cepat tidak sampai 1 menit. Giliran order jual, di aplikasi sukses tapi sudah 3 minggu lebih belum masuk rekening. Kemana larinya uang saya?",1,16,3.25.0,2022-01-09 03:14:44,"Hai kak, jika dana penjualan kakak belum diterima dan sudah melebihi batas waktu 7 hari kerja dari tanggal status ""order jual berhasil"", harap langsung hubungi layanan live chat Bibit atau WA +622150864230 agar tim support kami segera membantu untuk konfirmasi ke Bank Kustodian. Terima kasih",2022-01-09 09:12:45
gp:AOqpTOGWmmrm38tZY0kdljcaVg5bOwfdNtfrmsb-67BKCUDx2O-WyyLA1nM1yb4cRvr9tCSytXw8OL50YkqvDQ,Fix See,https://play-lh.googleusercontent.com/a/AATXAJyjbNoJ_isY51ARylUGjFlwItEwswA6g1mKkNki=mo,KECEWA BUANG WAKTU. lupa nomer hp akhirnya verifikasi lewat email seteleh diikuti untuk memasukan no.hp ket.nya no.hp sudah terdaftar tidak bs lanjut. Akhirnya log in pake no.hp itu eh malah notif tdk terdaftar. muter muter gajelasssss!!!,1,44,3.27.1,2022-02-06 12:03:56,"Hai kak, untuk kendala tersebut silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih
",2022-02-07 04:09:17
gp:AOqpTOGJ5MNYJOIR5mgh9WkHkO15PtT-4whRU8us0fuLGHIHNris6IvqcRXKiPPl2ib08mAKsX5fWKQWVl1f-A,Ahmad Nasruddin,https://play-lh.googleusercontent.com/a-/AOh14GgUZLZXszAYMNl_HuyRl9Fgo_GIgXGj12FdB3tT,"Masukkan kode referal ""lvxdmc"" dapatkan cashback sampai dengan 15 ribu rupiah",5,0,3.29.3,2022-03-06 06:01:57,,
gp:AOqpTOFVUVr5a2qp1tfSLSbBZFJJWmc6GwJvCh_Hqyn3HyXQOL4OXofNXOiqY5jcZCCnxc93s_EUI8vGMFQF8Q,AJM Pelampung Pancing Sukabumi,https://play-lh.googleusercontent.com/a-/AOh14Gj5okqNKobQjhHHcjUrpPnrTCUvDzZ4iFdCd9ap,"Terpercaya dan terdaftar di ojk, salin kode refferal ini "" emmtals "" dapatkan bonus dr bibit",5,0,3.29.2,2022-02-27 22:12:00,,
gp:AOqpTOEmDJX6NAt1FdUzGDR822EvQK-CKZGE8KFMFfcm-2VpvLJBwQ-9N1L7XJc-FWoGZVlhkeg741xLKCSTzQ,Chm Chm,https://play-lh.googleusercontent.com/a/AATXAJz-rckmB7ruf-z80Tx7I5M52bMYBRvh7BlEctWq=mo,"Saya suka dengan aplikasi reksadana ini.. Saya sudah menggunakan dalam 1 tahun, dalam 1 tahun itu ada beberapa halangan seperti saya miscom dalam pembayaran, namun dalam miscom itu dri pihak bibit memberitahu saya bahwa pembayaran tersebut salah dan dana itu di kembalikan(dalam pengembalian memang butuh waktu juga).",5,53,3.27.1,2022-02-07 05:27:43,,
gp:AOqpTOGDNwOfuKhrPUKtO_aRaqCW0PLcvj2TyRdrsWMKjDQo4yA1FnRSh3ZbBq0Mdns6xaR2erET3aKokwixJQ,Kenzie Karundeng,https://play-lh.googleusercontent.com/a-/AOh14GhVIfzSrtIO0kM-fZWItvRoiE3c5ZRVzfBA1JHU,"Baru memulai, semoga aja Bibit bagus yahh.. bukan sekedar amplikasi bodong 🙏",3,0,3.30.1,2022-03-13 22:23:16,,
gp:AOqpTOHJto_-x3u7szZI12oZ47_5zc9qSoMv19UIIua8D7nX2D7poubmPKoAD91nFAEPIvBPh6jVPAlnIy9-XA,Kusuma Aji,https://play-lh.googleusercontent.com/a-/AOh14Gi1WpbcKdqfdSiJPijI9LZ6L1u66UHUoJmKTVnD,"Min, untuk investasi SBN jangan satu bank aja dong... Dari bank BUMN lainnya dong",4,0,3.30.2,2022-03-18 00:44:21,,
gp:AOqpTOFvIpqEmusJ2MwmAyz-yuHJ4xkP-Sfsiyl7msI-D1ytbwoSee3x57zoLEJygi9ro0NZ51eEFZ5IxWPxew,Suhadi,https://play-lh.googleusercontent.com/a-/AOh14GhqNtziEf4H52PyGnBTEqHvm7pKwxPxD-HJCyqgTw,Kok akun saya keluar sendiri saya mau login mala di minta registrasi ulang. Saya udah investasinlo di akun saya. Kemana uang saya bos,1,1,3.28.1,2022-03-07 07:19:48,"Hai kak, akun kakak ter-logout dikarenakan sesi login kakak telah berakhir. Kakak tidak perlu khawatir karena dana investasi dan data kakak akan tetap aman. Silahkan update aplikasi dan login kembali ke akun kakak menggunakan nomor hp dan email terdaftar di Bibit. Info lebih lanjut hubungi layanan live chat Bibit/WA +622150864230. Trims
",2022-03-07 09:40:05
gp:AOqpTOGj8Ea7sD_5jYa3jtWOinlp98mepE_WDYrlpBrSUQVBiVCO0uMkf1YdqhCGkp0WmneNpNdV1gmPsytM3w,Amandhara Putra,https://play-lh.googleusercontent.com/a/AATXAJx05v5i2y5X_rGVRlUUqNeL2TifY1HnlEGVrX-9=mo,Saya sangat menyesal karna memakai aplikasi ini karna persilihan antara harga beli dan jual sangat jauh.. yang saya sadari saat ini adalah betul kata orang tua saya.. di tahun era saat ini.. yang kaya semakin kaya.. dan yang miskin semakin miskin... Karna ada peraturan yang memang mencekik si miskin seperti saya...,1,126,3.26.3,2022-01-20 23:18:57,"Hai kak, investasi ibarat sedang memulai Bisnis, tidak ada kepastian untung atau rugi. Dalam jangka pendek market bisa saja sedang turun, namun tidak perlu khawatir, karena dana investasi dikelola oleh Manajer Investasi profesional. Info lebih lanjut hubungi layanan live chat Bibit/WA +622150864230, tim support akan langsung membantu kakak. Trims",2022-01-21 01:53:14
gp:AOqpTOFzogeIgpxCoAvMMuZNwf7zUXYF6Bz1nVTXuN8QHnDFlj1_ea_evQO1-q7PLVbS87Nzx6UzkB6rB72m4g,I Gede Reza Pramana,https://play-lh.googleusercontent.com/a-/AOh14Gj84mYXwcPPn4VOO51jTnCDc6fAJSi2bV20esfLxA,The best pokoknya... Knpa gk dri dlu ya saya nabung dsini aja...,5,1,3.29.3,2022-03-09 11:17:35,,
gp:AOqpTOE6qITP5ijahkbkJMisKZH0jaEdT9B2q59GqSrfma7jYCjoBXmVx_9lEdkjTY0vEBvg1VFKOgGYyBcqIA,Ahmad Rofiqul Umam,https://play-lh.googleusercontent.com/a-/AOh14GhAdzCJl63IGd5j2Ofr4uBFiry5UY2HVmQRRTLEO1A,"Syariah kode ref: (syariahsahamku) Saya serahkan semua ke bibit, kauntungan maksimal akan saya dapatkan. Jadi investasi di Bibit tak perlu pintar, karena bibit sudah mengatur yang terbaik untuk investasi saya, investasi syariah.",5,59,3.28.1,2022-02-26 02:14:45,,
gp:AOqpTOFGGHChtUTWNtFjLb10sJNV5SI60oywtLA92_Uud3MV44j59fPQa8Lrg1ljzeSHVfVmEk3xkW7Kl_VEEQ,foxy pandora,https://play-lh.googleusercontent.com/a-/AOh14GgqgZPNr-3v3VfFk89kLTK1hm7Y5D71lBmBqRtE,"Buat kawan2 yang ngeluh pencairan dana lama, mending invest reksa dana di TokoPedia deh, transaksi paling lama cuma 10 menit, kalau di bibit, ini buat tabungan, bukan setor/tarik terimakasih 🙏",5,131,3.27.1,2022-01-28 11:15:15,,
gp:AOqpTOFHl-i8QvCIBZGV1oTGvhQAPk0rivJMrlOwQ32XRfvFpe4CNdsKDRTxG5OeSjRMPucv31LuFg2LRhFNjA,FAHRUR ROZI,https://play-lh.googleusercontent.com/a/AATXAJyjGhiKBAbCjIjaf5Ozb9ZlTh8QhDwvAJYUwPqk=mo,"Bintang 2 dulu soalnya blm nyoba,jika udah coba dan Emang bagus,tak kasi bintang 10",2,1,3.29.3,2022-03-01 23:18:36,"Hai kak, jika memiliki pertanyaan atau mengalami kendala terkait Bibit silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-03-02 00:59:45
gp:AOqpTOFG_DvKnk7Zdhq9-4BJKFGDstNwtVl-zrwbbgtHKpPkuU60r6v9xmYwbdvRojk4DHOE_CWxqZmcDDTMMg,Iga Ansidhi,https://play-lh.googleusercontent.com/a-/AOh14Gjz0KIRagO7Vs1KHC3KF6CLiHp5A8tFvV1kE2qpFFU,"Semoga dilancarkan segala urusan, usaha, pekerjaan & rejekinya.",5,0,3.29.3,2022-03-03 15:11:24,,
gp:AOqpTOHWuBBJ74oX4IzGDbwlkoex0qk4AeJINnTsy_dS-ggmA0dv3FlJ7-Iw_FR7JcYnUd70HT-c1EU_yLGM9g,Zi _dnd,https://play-lh.googleusercontent.com/a-/AOh14Gh7kYSHJjxvNLHpAyLROLWpeomBn3cAJMDb0BFxCA,Kenapa di portofolio saya tidak ada tombol jual?? Aplikasi nya penipu inimah,5,1,3.29.3,2022-03-08 12:02:52,"Hai kak, kebijakan dari Bibit kakak baru bisa jual reksa dana 1 hari kerja setelah tanggal pembelian berhasil sekitar pukul 17.00-22.00 WIB, untuk status order silahkan cek di menu transaksi ya & butuh waktu pencairan maks 7 hari kerja. Info lebih lanjut hubungi live chat/WA +622150864230, tim support kami akan segera membantu kakak. Terima kasih
",2022-03-06 12:35:50
gp:AOqpTOFILr9LVyNXvqUwAubfOovoWeUsBxpy4veS9lgFIt5r07EXcOKhoWiYvStjK7yBFqFVsvKad8_TiaClxQ,x,https://play-lh.googleusercontent.com/a-/AOh14GgGlrTNhWqs2P5SlEWYxrzlsTFEYqQSIIPcBwwQ,"dibanding aplikasi investasi yang lain. ini salah satu aplikasi yang enteng dan bersahabat dengan hp lowspec. tapi masukkan saja, tambahkan fitur mode gelap atau dark mode. supaya lebih enak dalam penggunaan handphone ketika remang-remang. terima kasih tim bibit.",5,40,3.25.0,2022-01-05 10:19:38,,
gp:AOqpTOFxRJ2EKEJzaET5p4ozk5L6MuB5_q98p4BqRd-rdpqwkjbpXY9siN7Ud6jUbGcPsnqz1n9o74yLWXFbYw,Yongky Arista,https://play-lh.googleusercontent.com/a-/AOh14GjFKDLEefcgMnX90jdHALnGATgd_LMt2jnEa-Q_cg,Tolong diperbaiki diupgrade sistem dan keamanan dari bibit!,5,0,3.29.3,2022-03-06 03:45:03,,
gp:AOqpTOGlloMQMjFm0uabrYE21bAs9g6j1XsZctfo1ewjsKoU7UgnR8T2OY7SUSq6yPG6aCt0SPVPDcQ_X5zPeg,Rumah cao,https://play-lh.googleusercontent.com/a-/AOh14GhzwgwzT40JC4hCzyp2bA7Xgj1SAHkGtzXm_-0oNA,"Aplikasi ini benar benar cocok bagi investor pemula. Yuk ikutan daftar gunakan kode referal ""resolusimaju"" dan dapatkan bonus serta keuntungan dari aplikasinya!",5,8,3.25.0,2022-01-14 11:32:53,,
gp:AOqpTOEzMYIVDp_iHLRVRVbvz7SxrJHXZ65a3mSoLOWIOi07Jmgf6vwnrmiyUBJhN9r-ysoBtLXabwFcmje4cw,Eko Noviyanto,https://play-lh.googleusercontent.com/a/AATXAJzC7KhQnhi929zvXDjLAB2zGZtFeP6MP_jQjapSIA=mo,"Kereen bibit mudah memahami.. Pakai kode referal ""kitaterdepan"" (gak pake petik) dapetin cashback s/d 25rb buat nambah modal investasi pertama! Yuk gaes",5,2,3.30.2,2022-03-16 23:42:40,,
gp:AOqpTOHKABHMDXN4bLlVd_JxTqcWC17JF9TPU3wtt410k2r6ioRiTZuHYje4UtW9B4bn-udYiH84guNZzVcsEA,Agustian Hermansyah,https://play-lh.googleusercontent.com/a-/AOh14GibvZQuCCyuqBUEZWHcMUGqoU8PDFqOhDoazKNQ,"Alangkah baiknya ada penjualan dengan Virtual acount, karena untuk pemula yang minim dana akan terkendala. Uang yang terkena biaya transfer antar bank jadi pertimbangan yang cukup di perhitungkan.",3,6,3.26.3,2022-02-16 11:28:06,,
gp:AOqpTOHzaw2sZf_e9AgsnTd9ldCl_eQf_noAC3SxpX9thTkJQX7mh_q7SJabpCLLHr0lDtW2tWqmRLhUGapnhg,"ramadan arjuna Balam, rokan hilir",https://play-lh.googleusercontent.com/a/AATXAJxbtutEHEApqwgiYbkYwinOrEdw7E4IlBhFMhcg=mo,"App tidak bisa dibuka, coba pakai VPN. setelah bisa dibuka, tutup kembali dan matikan vpn, bersihkan cache RAM dan coba buka lagi. Kalau tidak bisa uninstall dan install lagi. Sekian threat dari saya. Mungkin itu bug dari versi baru",5,35,3.25.0,2022-01-03 23:29:41,,
gp:AOqpTOFlj5tNYgk2lUC3E3B1b1oqQ9ixIV6LXpXyfZ2Mf7pik8hnzR-9ukPfcHLdmqUWtEYoF3nje0oYZzNRzw,Abu Khadijah,https://play-lh.googleusercontent.com/a-/AOh14Ggqpq0ZqK9zR19FLwr2vabs7SqnIggpJB2wFypnjA,"Aplikasi tidak bisa di gunakan atau di buka. Mohon bantuannya kepada pihak bibit. Padahal saya sudah apdate data dan sudah terverifikasih lalu mempunyai akun juga. Sungguh mengecewakan sekali. NO GOOD!! Hanya ingin data KTP mungkin ini aplikasi. Buat yg mau Download hati2, ini aplikasi berbahaya menurut saya.",1,100,3.28.1,2022-02-19 23:26:30,"Hai kak, jika memiliki pertanyaan atau mengalami kendala terkait Bibit silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih
",2022-02-20 05:44:17
gp:AOqpTOHl8coS3pvTrHvt15NM_vzM0S1Bcvmv52X56I5iP3tOArx2AxFep-lto9kkU1kiYpqIveI50GZ1wB_fCA,Heri Hertanto Heri,https://play-lh.googleusercontent.com/a/AATXAJzd7i9bOaIoDMZT5-pWw0pcbfaH_mA52VS-HtMk=mo,Saya sudah transfer 100rb kok belum bisa jual Reksadana.,1,0,3.29.3,2022-03-08 04:01:56,"Hai kak, kebijakan dari Bibit kakak baru bisa jual reksa dana 1 hari kerja setelah tanggal pembelian berhasil sekitar pukul 17.00-22.00 WIB, untuk status order silahkan cek di menu transaksi ya & butuh waktu pencairan maks 7 hari kerja. Info lebih lanjut hubungi live chat/WA +622150864230, tim support kami akan segera membantu kakak. Terima kasih
",2022-03-08 04:54:46
gp:AOqpTOFyi-sVYxJ_B7ZtTb32saCcnOwttSp5STJSq7uZkw6yrP7whq5h7ldlhRS3f5tjboqroHTKyHgHHZAYKg,Gery lintang Dewantoro,https://play-lh.googleusercontent.com/a-/AOh14GhOcvbWTw3DoSWfejU2ZLQo2KZaI6wziJln0fDhFg,"Wahay pihak bibit, kenapa bibit saya tidak bisa di buka, di layar tertulis halaman web tidak bisa di buka, apa masih dalam tahap perbaikan hari ini saya melihat hal tersebut apa ada masalah yang terkendala?",5,11,3.25.0,2022-01-02 14:17:32,,
gp:AOqpTOEjCuhMb439Y_cS1RGFLOBvZukW5atW1Xvlir0lW1qb4tGTXOIJM3ny5gT_HYegt8TUo8g1rAqRO2RlIA,NINA NURAENI,https://play-lh.googleusercontent.com/a/AATXAJwEDXHxk_0tZFkuz5iCgjThFUeTd-U2q3rNvfMD=mo,"Bissmillah, setelah membaca dan mempelajari uraian tentang reksadana bibit dan produk Bank jago, saya tertarik dan in syaa Allah, saya akan segera memulai nya,semoga harapan saya untuk mengikuti investasi ini dapat menambah pundi - pundi pendapatan saya kedepannya Aamiin",5,123,3.28.1,2022-02-11 05:03:17,,
gp:AOqpTOGRHCy9Vvf4xvycNekSNEh35OCeeNOsN7xewpwR6QDXdcmt7EPQwRoKk5gWcXSHD6TqrvKUEXUjjM4UqA,Momon Momon,https://play-lh.googleusercontent.com/a/AATXAJwEbyUiNKkRnmjN8OwV4Fc4mUsm2ycuPFCsQZNp=mo,"untuk pencairan dana terlalu lama menunggunya jadi mau nabung pikir2 dulu, kita juga gak tau pas kita bener2 butuh mendadak untuk cair kan dananya harus nunggu 3 -7 hari terlalu lama menurutku, harusnya 24 jam sudah harus bisa dicairkan",1,25,3.27.1,2022-02-05 11:12:56,"Hai kak, seluruh transaksi di Pasar Modal harus mengikuti regulasi dari OJK ya, termasuk Bibit. Batas waktu pencairan dana Reksadana ke rekening nasabah yg dikirim oleh Bank Kustodian maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Info lebih lanjut silahkan hubungi live chat Bibit/WA +622150864230. Terima kasih",2022-02-06 10:00:41
gp:AOqpTOHx4ZPwe84BAXEN07LLH9lcvuILEPLZm-NLGBm2DnMWExetsHNRo9mn51kn6mWmm1d2r93mxAkWdnxvSA,Games. Bot,https://play-lh.googleusercontent.com/a-/AOh14Giy_y92A5UisajV2VqjHBB1YJWGEvQC1ZXFAS8r,rekomendasi buat investasi masa depan Walaupun kalian gk pernah kuliah / orang Awam setidaknya kalian berinevstasi. dulu saya sangat kecewa dengan bibit karena tidak tau cara mengunakaanya tpi saya belajar dri ytb dri mata pelajara menejemen anak kuliah .saya sangat paham dari cara berinvestasi dengan baik dan benar . yang menjelekaan apk ini dia bodoh padahal ini apk yg legal,5,69,3.28.1,2022-02-15 16:12:13,,
gp:AOqpTOE-hKeaWHVIaEDKFFZ9Hs-ZCARzhE9GYrKNiHW5Gy4VNirqNiJv39fulpkdIOsVei_JLDC2SYVQ_icNIQ,FUAD,https://play-lh.googleusercontent.com/a-/AOh14GhHDuWt13ggODO-yhyjyKTvayCL0aEwhDo85oM04w,"Sebenarnya aplikasi ini bagus, sayang cuma dalam transaksi jualnya sangat lama bisa lebih dari 6 hari dan jualnya tidak sesuai dengan harga jualnya ketika saat waktu awal dijual, padahal sebelum jam 13:00 sesuai aturan rulesnya, selaku customer agak kecewa sih",1,191,3.26.3,2022-01-17 21:03:56,"Hai kak, transaksi reksa dana tidak real time ya kak, jadi saat melakukan jual/beli kakak belum bisa mengetahui besar NAV/harga yang akan didapatkan. Dana penjualan dikirim Bank Kustodian ke rekening terdaftar di Bibit sesuai ketentuan OJK maks 7 hari kerja tergantung jenis RD. More info hubungi live chat Bibit/WA +622150864230. Terima kasih",2022-01-18 04:18:28
gp:AOqpTOG9QMbkvQl8LtodYmhNegI3RmpfyEMG0TH69u_9kCIAxxGVbkockJdYUwLNgMocYfl1byUnC8aE65_oUw,Muhammad Raffi,https://play-lh.googleusercontent.com/a-/AOh14GiKD6vpd3yuRA8dnUwC5jzmjB4n4UBnWOIpTWXMjQ,Min saran. Tolong tambhkan wallet dana juga donk. Biar lebih lengkap lagi kalau mau setor/ top up. Saya sebagai pengguna dana kurang puas ketika cuma ada pembayaran via gopay dan linkaja. Coba tambhkan dana. Otomatis penilaian di kasih 5 bintang.,3,69,3.25.0,2022-01-07 06:07:23,,
gp:AOqpTOEJbDWifJgBpCjzQLLVMEUMaAEuEn3NqvF1gDlucWr3ANCZ6iZCKEl5q39EIHjSAOxL5cmaB3bhcVMP-w,saivTroy,https://play-lh.googleusercontent.com/a-/AOh14GgzRp3LrEE-M4oFbpYiLmn61SZx5eBq_ACeF2yBMg,Saya Pemula.. tolong Bimbing saya sampai sukses terimakasih..,5,0,3.29.3,2022-03-07 10:39:29,,
gp:AOqpTOHtmH2Qcz56Ou9FGrTfZEYZo7k-bVVhKWFavHNHp7I9BlrbWYYGSaBsJa2YJieNf1YjbDZIKxLJD2-tOg,Javiere Christopper 262,https://play-lh.googleusercontent.com/a-/AOh14Gi_6C5qz_vxi-kxMY35y40EJB94gii2eUrq9KSYxg,"Bibit agen penjual reksa dana berbasis robo-advisor yang keren, terpercaya, dan pastinya terjamin. Oh iya, jika bisa pada fitur pembayarannya nanti, semoga ada DANA dan juga OVO ya",5,14,3.26.3,2022-01-21 18:18:35,,
gp:AOqpTOGjlWE0ffiMCEKe_FcuYGC2Pt5jGdBZckAXPlwHgV4eLiYVisuXxNBYZjcOZNZxhlBvpJuJuZE7wf-Vng,Udeng Rusmana,https://play-lh.googleusercontent.com/a-/AOh14Gggrsbuz-klbgRn2YAGEtNXNLgXtDXCLyZLPPW2,Saya masih belum ngerti kalo ga ada yg bimbing tetep ajj mending ga jadi inpes,2,0,3.29.3,2022-03-16 00:24:44,"Hai kak, jika memiliki pertanyaan atau mengalami kendala terkait Bibit silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-03-16 01:10:53
gp:AOqpTOHlYuZyM2VAEhdiFlJNm1Xr4XNSxqpnTSSjkUG-w1kxC3lCpQNAO-IOyit4JFuyUAGe6KF7Clp_N8A28w,SINGLE CUSTOM,https://play-lh.googleusercontent.com/a-/AOh14GjWvfNrajTdYWNlrVl7EdF1ofHRYqDIHfVKdyCQ,"Apanya ini. Setelah di download.. sudah berhasil, lalu saya menggunakan rekening bank JAGO, ITU yg buat ribet,.. suruh buat pasport anda. sudah di tulis.... setelah di konfirmasi.... salah katanya. Hapus aja lah",5,64,3.25.0,2022-01-08 19:24:37,,
gp:AOqpTOEC044X30aGGIdhdBNTz4su3n66r39FAhS3yyVSLZblYPi4eQJqxMkz32QDPFPxaZB9VLqBRO-1a260eg,Janu Ardani12,https://play-lh.googleusercontent.com/a/AATXAJxL5Elw25WTv4OYsC1RQ_NTEAdKLRoNIlTcKnJL=mo,"Fikss no debatt investasi di sini menguntungkan bangett,tunggu apa lagi langsung aja join",5,2,3.29.2,2022-02-24 11:45:18,,
gp:AOqpTOFcLAD9QM9hGPhRcA9Z7HevbztHL8S4FkKN555nJylMOy70ya8xIciDVMXFZ0Ukj3m7ZKqk6DveFUyz9g,rayap baja,https://play-lh.googleusercontent.com/a-/AOh14Gj-V6cdswv2cG-Mp-su5lWh_QcFP4yM7eeLQUBD8w,mantab poko nya. sy masih awam/belajar inves di bibit..,5,0,3.29.3,2022-03-19 02:07:31,,
gp:AOqpTOFg_GdRbu9p6YBZIYfBCP2ewWGxvAozVx4W4CRCAGCA_MG74xBxFD3HfzvjxcQS342a16H302FJ9wl1Rw,ajat jujun,https://play-lh.googleusercontent.com/a-/AOh14GjNcs_t5bRxo4WU6UPK63gG-XvRJn8tIjKDlDdyUQ,Masukkan Referal ini ( jsk18gx ) biar dapat bonus sama sama,5,0,3.29.3,2022-03-03 15:29:37,,
gp:AOqpTOENMQi0OzxGjnBsTfXMuwyUpJ147dlpOazCsRX1vVltCzwjFuOA7xkPrgxlfFlJPvIUjGGTwezXFWnW8A,abdul azis,https://play-lh.googleusercontent.com/a-/AOh14GhMXFxHcHMbcVWDlqnSMsJtXvYLaa3sNrAuMnD3yg,"apl yg bagus nie buad infestasi,.sukses selalu deh,.",5,0,3.29.3,2022-03-11 14:24:32,,
gp:AOqpTOGj64WkPezSgMKGajh69-nwk1oemrNo_oeprNfs-qVz-dx9w2YOvcKRF05pqmACoQXtt6aFE_CTQ3nDyQ,amad a3,https://play-lh.googleusercontent.com/a/AATXAJwzjyHr4soINDKZ4DFKA1DOc6-dkEKGgCz-Q0oA=mo,"Yuk investasi sekarang jangan nunggu nanti, bismillah insyAllah bermanfaat untuk dihari kedepan.. Jangan lupa pakai kodereferal : ""a3bismillah"". InsyAllah dapat cashback untuk kalian 25rb. yuuuk...",5,22,3.27.1,2022-02-01 05:25:57,,
gp:AOqpTOG5luZrmf967N2LUjrM5Ax9KOus_iq5YKCXmJhDaK1rbM12SdZmjTh1LOJHIkXoitkx-CB8AxVKAJb1iA,Syifa Fahrurozi,https://play-lh.googleusercontent.com/a-/AOh14Gh0nUYFFztRdQJdUjuN2ULDLShPWXr3Bj18feFrjg,"Hallo bibit Kenapa aplikasi saya tidak bisa kebuka yah, ada tulisan link yang tidak bisa terhubung, apakah hari ini ada maintanance atau apa? Terimakasih, mohon dijawab ulasannya",3,8,3.25.0,2022-01-02 12:26:55,,
gp:AOqpTOGr4b3bvV8SHCjb6mx8xPzKaFlc7QyCp2-JIbgnEDnOJ-ntUlfJafQnMlJmo1lvMvsjSobb7tjKlz_ROA,Yusuf Setiawan,https://play-lh.googleusercontent.com/a/AATXAJw-2j4sXN-RYKNVnDrW929CA5zxhO0HADYJOWH6=mo,Yuk yg baru gabung jgn lupa peke kede ref nya biar dapat cashback nya (yusufgaul) lalu tekan gunakan makasih,5,1,3.29.2,2022-02-26 02:10:43,,
gp:AOqpTOHWn6XxqGqfX_GpDooD-ElsLkBRmnuYp7Dm-OOodExqKBd9sQjmWRLFZA_y8_oVprsIRw8GqKSd1ntauA,Firdha Chairiyah,https://play-lh.googleusercontent.com/a-/AOh14GiHj2h2xV7NWzHLgH2jF98f7-lvAfGX3Rh_hE5aXg,"Tidak bisa melihat saldo, dan aplikasinya keluar terus, mohon bantuannya",5,0,3.30.2,2022-03-15 09:07:37,"Hai kak, silahkan force close & clear cache terlebih dahulu ya. Pastikan kakak tidak mengaktifkan fitur 'sembunyikan nominal' di menu profil. Jika masih terkendala harap langsung menghubungi live chat Bibit atau WA +622150864230 agar tim support Bibit dapat segera bantu lebih lanjut masalah kakak. Terima kasih
",2022-03-11 05:30:12
