reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,label,content_tokenize,content_tokens_WSW,content_normalized,content_stemmed,clean_content
gp:AOqpTOEu4YuwgDhb2nO5nnmKXw4SgTx_AEsSeSLpjdMRYbqXuqmMXHRam1DJCcW9WxmM4j7zEsOGQUJ_j7KoDg,Fatur Rohman,https://play-lh.googleusercontent.com/a-/AOh14Ghj9X5DM9nNVN965DhYkQLlLs0LlOUbI9kzT5p02Q,pencairannya lama sekaliii kalo ada yang mau nyimpen dana darurat jangan di sini keburu mati kelaparan nanti kalian tolong nanti untuk pencairannya lebih real time dan jangan lamaaa,1,8,3.24.0,2022-01-03 08:57:13,"Hai kak, dana penjualan dikirim Bank Kustodian ke rekening terdaftar di Bibit sesuai ketentuan OJK maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Pastikan rekening aktif dan cek mutasi rekening di waktu tsb. Info lebih lanjut hubungi live chat Bibit/WA +622150864230, tim support kami pasti akan membantu. Trims",2022-01-03 09:42:13,0,"['pencairannya', 'lama', 'sekaliii', 'kalo', 'ada', 'yang', 'mau', 'nyimpen', 'dana', 'darurat', 'jangan', 'di', 'sini', 'keburu', 'mati', 'kelaparan', 'nanti', 'kalian', 'tolong', 'nanti', 'untuk', 'pencairannya', 'lebih', 'real', 'time', 'dan', 'jangan', 'lamaaa']","['pencairannya', 'sekaliii', 'nyimpen', 'dana', 'darurat', 'keburu', 'mati', 'kelaparan', 'tolong', 'pencairannya', 'real', 'time', 'lamaaa']","['pencairannya', 'sekaliii', 'nyimpen', 'dana', 'darurat', 'keburu', 'mati', 'kelaparan', 'tolong', 'pencairannya', 'real', 'time', 'lamaaa']","['cair', 'sekaliii', 'nyimpen', 'dana', 'darurat', 'keburu', 'mati', 'lapar', 'tolong', 'cair', 'real', 'time', 'lamaaa']",cair sekaliii nyimpen dana darurat keburu mati lapar tolong cair real time lamaaa
gp:AOqpTOExoohaeCPbia4W6MUw104tPslktpYMhWHUqQ5MOvBHUXeThoYCJk1XO0hI0_a-dYvT07fQRXNkVsy24Q,Kriston Partogi Panggabean,https://play-lh.googleusercontent.com/a-/AOh14GgXcYReeSASCeZ3P1SfPXQV6AqgA1njboIrpKz_,aplikasi selalu eror sampai sekarang tidak ada solusinya,1,0,3.24.0,2021-12-31 13:37:11,"Hai kak, kemungkinan jaringan internet kakak tidak stabil. Silahkan gunakan jaringan lain lalu coba force close & clear cache terlebih dahulu ya. Jika masih terkendala harap langsung menghubungi live chat Bibit atau WA +622150864230 agar tim support Bibit dapat segera bantu lebih lanjut masalah kakak. Terima kasih",2022-01-01 03:31:00,0,"['aplikasi', 'selalu', 'eror', 'sampai', 'sekarang', 'tidak', 'ada', 'solusinya']","['aplikasi', 'eror', 'solusinya']","['aplikasi', 'eror', 'solusinya']","['aplikasi', 'eror', 'solusi']",aplikasi eror solusi
gp:AOqpTOFbzOSoU6_mlLbbo-4cVSAndWgOYgLydcqCkZT4BaUirzNTyYgKYBdlzK67fGwuH4A6vdOnG68wRljY3Q,Anisah Syukri,https://play-lh.googleusercontent.com/a/AATXAJwu2_SQBmnH--VlEdHDk-KqL9Ox2Q4pA86UInar=mo,koq ga bisa login padahal sblmnya bisa uang saya gmn dooonk ada yg bisa kasi penjelasan,1,1,3.24.0,2022-01-02 00:23:08,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:49:41,0,"['koq', 'ga', 'bisa', 'login', 'padahal', 'sblmnya', 'bisa', 'uang', 'saya', 'gmn', 'dooonk', 'ada', 'yg', 'bisa', 'kasi', 'penjelasan']","['koq', 'login', 'sblmnya', 'uang', 'gmn', 'dooonk', 'kasi', 'penjelasan']","['koq', 'login', 'sblmnya', 'uang', 'gmn', 'dooonk', 'kasi', 'penjelasan']","['koq', 'login', 'sblmnya', 'uang', 'gmn', 'dooonk', 'kasi', 'jelas']",koq login sblmnya uang gmn dooonk kasi jelas
gp:AOqpTOFmKT6tN-n7Pruo5buW4aIhXnTvobTCSq6yMEekYjybNaF6GG23woLfasOVXKIz4e6Xc0NICR72Pe7TSg,Adit Aliwijaya,https://play-lh.googleusercontent.com/a-/AOh14Gh-ia4s3aY-b2nPHJ-lDKITiKfptK9xWydXOSa3qg,apk bangke cs nya terlalu banyak bertele tele lagi ni apk harus di report,1,0,3.24.0,2021-12-27 05:27:07,"Hai kak, jika memiliki pertanyaan atau mengalami kendala terkait Bibit silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih",2021-12-30 01:36:40,0,"['apk', 'bangke', 'cs', 'nya', 'terlalu', 'banyak', 'bertele', 'tele', 'lagi', 'ni', 'apk', 'harus', 'di', 'report']","['apk', 'bangke', 'cs', 'bertele', 'tele', 'ni', 'apk', 'report']","['apk', 'bangke', 'cs', 'bertele', 'tele', 'ni', 'apk', 'report']","['apk', 'bangke', 'cs', 'tele', 'tele', 'ni', 'apk', 'report']",apk bangke cs tele tele ni apk report
gp:AOqpTOHMSrhJblYVzcRifTB3ZyCKMZAi_CVVQRJn31tzni8H40TZxcYjjA8MkqzKN9_6l0hOocjWAIbMdCgR7Q,aditya doank,https://play-lh.googleusercontent.com/a-/AOh14Gj7WEz-nZRC-d5Igi32p-7NpjNf8Hje252ryxsTvA,semoga di aplikasi bibit kedepannya bakal ada rdn juga atau bisa ditambahkan status payment apabila dana hasil penjualan sudah dikirim dari bank kustodian jadi kita bisa terinfo status transfer hasil penjualan,4,366,3.24.0,2021-12-26 02:44:07,,,1,"['semoga', 'di', 'aplikasi', 'bibit', 'kedepannya', 'bakal', 'ada', 'rdn', 'juga', 'atau', 'bisa', 'ditambahkan', 'status', 'payment', 'apabila', 'dana', 'hasil', 'penjualan', 'sudah', 'dikirim', 'dari', 'bank', 'kustodian', 'jadi', 'kita', 'bisa', 'terinfo', 'status', 'transfer', 'hasil', 'penjualan']","['semoga', 'aplikasi', 'bibit', 'kedepannya', 'rdn', 'status', 'payment', 'dana', 'hasil', 'penjualan', 'dikirim', 'bank', 'kustodian', 'terinfo', 'status', 'transfer', 'hasil', 'penjualan']","['semoga', 'aplikasi', 'bibit', 'kedepannya', 'rdn', 'status', 'payment', 'dana', 'hasil', 'penjualan', 'dikirim', 'bank', 'kustodian', 'terinfo', 'status', 'transfer', 'hasil', 'penjualan']","['moga', 'aplikasi', 'bibit', 'depan', 'rdn', 'status', 'payment', 'dana', 'hasil', 'jual', 'kirim', 'bank', 'kustodian', 'info', 'status', 'transfer', 'hasil', 'jual']",moga aplikasi bibit depan rdn status payment dana hasil jual kirim bank kustodian info status transfer hasil jual
gp:AOqpTOHZnr6VVVhF4oQP15kk51763NJCTL4NnTI0OxZQQAJnRcJYCFC2lMCTT92LBwE5jJOsRIgaF7YBsQ1KKg,Raka 27,https://play-lh.googleusercontent.com/a-/AOh14GgrXEQQmbrCLsXHXEM1z6jXnrewbgHyIdfHdobfAw,aplikasi gak bisa dibuka tolong dong gak bisa dibukaa,5,0,3.24.0,2022-01-01 17:15:49,,,1,"['aplikasi', 'gak', 'bisa', 'dibuka', 'tolong', 'dong', 'gak', 'bisa', 'dibukaa']","['aplikasi', 'dibuka', 'tolong', 'dibukaa']","['aplikasi', 'dibuka', 'tolong', 'dibukaa']","['aplikasi', 'buka', 'tolong', 'dibukaa']",aplikasi buka tolong dibukaa
gp:AOqpTOECnMn9pfMDYXHdU6uIRPvsKd9C8QWrvHNl2Jw4CC70SyhbsAGeVJnFlcde_AP9gwjlZDwY6Yrc_2FpwA,Apdon Paulusjr,https://play-lh.googleusercontent.com/a/AATXAJzxRtH5tcyCiPYxGjeAdUsU1V9a34t4Kom1Dbm-=mo,kok aplikasi bibit punya aku ngk bisa bukatolong min apa aplikasi nya lagi eror apa gmn,2,0,3.24.0,2022-01-02 13:08:31,"Hai kak, mohon maaf atas kendala sebelumnya. Kakak bisa coba kembali akses aplikasi Bibitnya saat ini. Jika masih kendala, harap langsung hubungi layanan live chat aplikasi Bibit atau bisa juga melalui DM Instagram @bibit.id maupun messenger FB untuk dibantu pengecekannya ya, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-01-03 05:17:43,0,"['kok', 'aplikasi', 'bibit', 'punya', 'aku', 'ngk', 'bisa', 'bukatolong', 'min', 'apa', 'aplikasi', 'nya', 'lagi', 'eror', 'apa', 'gmn']","['aplikasi', 'bibit', 'ngk', 'bukatolong', 'min', 'aplikasi', 'eror', 'gmn']","['aplikasi', 'bibit', 'ngk', 'bukatolong', 'min', 'aplikasi', 'eror', 'gmn']","['aplikasi', 'bibit', 'ngk', 'bukatolong', 'min', 'aplikasi', 'eror', 'gmn']",aplikasi bibit ngk bukatolong min aplikasi eror gmn
gp:AOqpTOFiqtwCJe4Rv0IQaS0MYzxAPdJQQlYWecB-VhpS5cnH-n9nr14hHXaWfUaCNSmO9E0IgNbYK-NDTNENrg,Firlani Rizqy,https://play-lh.googleusercontent.com/a-/AOh14GgTvVIUnAtpbK7vEvCEXFn5YVmXSDHlIVU6YLcacQ,aplikasi bibit saya tiba  ga bisa dibukaaaaa ini kenapa ya,2,0,3.24.0,2021-12-26 08:06:14,"Hai kak, kami mohon maaf atas ketidaknyamanan yg ditimbulkan. Terkait hal tsb, silahkan coba force close & clear cache terlebih dahulu, lalu buka aplikasi Bibit kembali. Pastikan juga koneksi internet kakak stabil. Pertanyaan lebih lanjut hubungi live chat Bibit atau WA +622150864230 agar tim kami dapat segera bantu masalah kakak. Terima kasih",2021-12-27 01:11:08,0,"['aplikasi', 'bibit', 'saya', 'tiba', 'ga', 'bisa', 'dibukaaaaa', 'ini', 'kenapa', 'ya']","['aplikasi', 'bibit', 'dibukaaaaa']","['aplikasi', 'bibit', 'dibukaaaaa']","['aplikasi', 'bibit', 'dibukaaaaa']",aplikasi bibit dibukaaaaa
gp:AOqpTOH7bBAjg2hPZm9HX94skLF-JbS7fwM12r65oy2RKvQLOdpTNSYTLo3fDrfeSrDqPovxd1kWqb_-c8ssLw,Andre,https://play-lh.googleusercontent.com/a-/AOh14Gi_rmzBoZSuO99uHdLaXaYUkBCxh9_7e-xWMc-Zxw,utk pengguna baru mikir  aja dlu deh untuk pakai aplikasi ini penarikan dana lama padahal kebutuhan mendadak,1,4,3.24.0,2021-12-28 02:37:54,"Hai kak, seluruh transaksi di Pasar Modal harus mengikuti regulasi dari OJK ya, termasuk Bibit. Batas waktu pencairan dana Reksadana ke rekening nasabah yg dikirim oleh Bank Kustodian maks 3 hari kerja utk RD Pasar Uang dan maks 7 hari kerja utk RD Saham & Obligasi. Info lebih lanjut silahkan hubungi live chat Bibit/WA +622150864230. Terima kasih",2021-12-28 04:37:41,0,"['utk', 'pengguna', 'baru', 'mikir', 'aja', 'dlu', 'deh', 'untuk', 'pakai', 'aplikasi', 'ini', 'penarikan', 'dana', 'lama', 'padahal', 'kebutuhan', 'mendadak']","['pengguna', 'mikir', 'dlu', 'deh', 'pakai', 'aplikasi', 'penarikan', 'dana', 'kebutuhan', 'mendadak']","['pengguna', 'mikir', 'dlu', 'deh', 'pakai', 'aplikasi', 'penarikan', 'dana', 'kebutuhan', 'mendadak']","['guna', 'mikir', 'dlu', 'deh', 'pakai', 'aplikasi', 'tari', 'dana', 'butuh', 'dadak']",guna mikir dlu deh pakai aplikasi tari dana butuh dadak
gp:AOqpTOELtzCv88mWoZUYzQTKv1tHv4hykWnA-AQKgOUbP6LlJJKMF_ZoeMlWnrt3g2tThLeNpkbMKed729H-Hg,Theodora Pangaribuan,https://play-lh.googleusercontent.com/a/AATXAJy3pSniNWlYLZZm_9bxEN_V4e6v6tBXxzgU7vu1=mo,aplikasi saya kenapa tiba  errornggak bisa dibuka,3,0,3.24.0,2022-01-02 11:41:18,,,0,"['aplikasi', 'saya', 'kenapa', 'tiba', 'errornggak', 'bisa', 'dibuka']","['aplikasi', 'errornggak', 'dibuka']","['aplikasi', 'errornggak', 'dibuka']","['aplikasi', 'errornggak', 'buka']",aplikasi errornggak buka
gp:AOqpTOGBPGB2SXk5GmfgWaHuc0yZNrLFjcMclBq7wUm1VlAi8-oj8BO4HBJDB-UXlkaGRtokZUjvu4mG2GLN7g,Endang Wijaya,https://play-lh.googleusercontent.com/a-/AOh14Gh24WyWXk3hrCahkGsegC2FSpxuvFSKa-3IzgDsAA,kenapah bibit saya ngga bisa ke buka ada tulisan error name not resolved knph yah tolong suhu,4,0,3.24.0,2022-01-02 16:31:19,,,1,"['kenapah', 'bibit', 'saya', 'ngga', 'bisa', 'ke', 'buka', 'ada', 'tulisan', 'error', 'name', 'not', 'resolved', 'knph', 'yah', 'tolong', 'suhu']","['kenapah', 'bibit', 'ngga', 'buka', 'tulisan', 'error', 'name', 'not', 'resolved', 'knph', 'tolong', 'suhu']","['kenapah', 'bibit', 'ngga', 'buka', 'tulisan', 'error', 'name', 'not', 'resolved', 'knph', 'tolong', 'suhu']","['kenapah', 'bibit', 'ngga', 'buka', 'tulis', 'error', 'name', 'not', 'resolved', 'knph', 'tolong', 'suhu']",kenapah bibit ngga buka tulis error name not resolved knph tolong suhu
gp:AOqpTOHKAPo8bp4NuayIV9wHz5J3oeeIFkDEwcZ4M5dk8zaEN_t-PZWheQf_PQcKGXOGW9d7qXjEX1FpgYF2xw,Wito Syn,https://play-lh.googleusercontent.com/a/AATXAJxaWPNXM29muVFGJ8ee2scvr90YWqmW9RmQjogI=mo,kenapa ini kenapa akun bibit saya tidak bisa kebuka kalau dibuka pasti eror di suruh reload,1,1,3.24.0,2022-01-02 01:47:31,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 03:04:08,0,"['kenapa', 'ini', 'kenapa', 'akun', 'bibit', 'saya', 'tidak', 'bisa', 'kebuka', 'kalau', 'dibuka', 'pasti', 'eror', 'di', 'suruh', 'reload']","['akun', 'bibit', 'kebuka', 'dibuka', 'eror', 'suruh', 'reload']","['akun', 'bibit', 'kebuka', 'dibuka', 'eror', 'suruh', 'reload']","['akun', 'bibit', 'buka', 'buka', 'eror', 'suruh', 'reload']",akun bibit buka buka eror suruh reload
gp:AOqpTOHZ3ZnnmyXqvGvZJZQp3T-b5c0q41zywXn5_dszG_q6q9YnWQ20VT3qujNNFkxi4VaIF8WqgzhPBZyVxw,rere novia,https://play-lh.googleusercontent.com/a-/AOh14GjSD7j5Bg5Jwmq6q_62qtn9ghcnsXWha4wgBK1Y,mending kalo mau invest jangan di bibit deh lama bgt untung nya  mending invest emas or trading lain emg si iya bibit tuh progressnya jangka panjang cuma peruntungannya fifty bisa anhjlok bisa naek nya imbang  nahhh kalo cuma modal sejuta dua juta doang mah untungnya dikit bgt ngapain si makanya cocok buat yg mau invest ratusan juta tuh baru worth it,1,1,3.18.1,2022-01-06 08:43:36,"Hai kak, investasi ibarat seperti sedang memulai Bisnis, tidak ada kepastian untung atau rugi. Namun kakak tidak perlu khawatir, karena dana investasi dikelola oleh Manajer Investasi profesional. Info lebih lanjut hubungi layanan live chat Bibit atau WA +622150864230, tim support kami pasti akan langsung membantu kakak. Terima kasih",2022-01-06 09:31:16,0,"['mending', 'kalo', 'mau', 'invest', 'jangan', 'di', 'bibit', 'deh', 'lama', 'bgt', 'untung', 'nya', 'mending', 'invest', 'emas', 'or', 'trading', 'lain', 'emg', 'si', 'iya', 'bibit', 'tuh', 'progressnya', 'jangka', 'panjang', 'cuma', 'peruntungannya', 'fifty', 'bisa', 'anhjlok', 'bisa', 'naek', 'nya', 'imbang', 'nahhh', 'kalo', 'cuma', 'modal', 'sejuta', 'dua', 'juta', 'doang', 'mah', 'untungnya', 'dikit', 'bgt', 'ngapain', 'si', 'makanya', 'cocok', 'buat', 'yg', 'mau', 'invest', 'ratusan', 'juta', 'tuh', 'baru', 'worth', 'it']","['mending', 'invest', 'bibit', 'deh', 'bgt', 'untung', 'mending', 'invest', 'emas', 'or', 'trading', 'emg', 'iya', 'bibit', 'progressnya', 'jangka', 'peruntungannya', 'fifty', 'anhjlok', 'naek', 'imbang', 'nahhh', 'modal', 'sejuta', 'juta', 'doang', 'mah', 'untungnya', 'dikit', 'bgt', 'ngapain', 'cocok', 'invest', 'ratusan', 'juta', 'worth', 'it']","['mending', 'invest', 'bibit', 'deh', 'bgt', 'untung', 'mending', 'invest', 'emas', 'or', 'trading', 'emg', 'iya', 'bibit', 'progressnya', 'jangka', 'peruntungannya', 'fifty', 'anhjlok', 'naek', 'imbang', 'nahhh', 'modal', 'sejuta', 'juta', 'doang', 'mah', 'untungnya', 'dikit', 'bgt', 'ngapain', 'cocok', 'invest', 'ratusan', 'juta', 'worth', 'it']","['mending', 'invest', 'bibit', 'deh', 'bgt', 'untung', 'mending', 'invest', 'emas', 'or', 'trading', 'emg', 'iya', 'bibit', 'progressnya', 'jangka', 'untung', 'fifty', 'anhjlok', 'naek', 'imbang', 'nahhh', 'modal', 'juta', 'juta', 'doang', 'mah', 'untung', 'dikit', 'bgt', 'ngapain', 'cocok', 'invest', 'ratus', 'juta', 'worth', 'it']",mending invest bibit deh bgt untung mending invest emas or trading emg iya bibit progressnya jangka untung fifty anhjlok naek imbang nahhh modal juta juta doang mah untung dikit bgt ngapain cocok invest ratus juta worth it
gp:AOqpTOGOEp2vdNw4C1USNdIH0TolXGlp4A4QEyEiV1xAW-l1x9DCkYI4uYGomTsNu4I_lwdh5ecZP9N4Wu0a6Q,Kadi Vira,https://play-lh.googleusercontent.com/a/AATXAJxUZsKMR5iuMdNgiZjbTWYQcP2TJ66xE8Y7hzkf=mo,investasi untuk pemula bisa buat masa depan sangat baik,5,1,3.24.0,2022-01-02 14:36:03,,,1,"['investasi', 'untuk', 'pemula', 'bisa', 'buat', 'masa', 'depan', 'sangat', 'baik']","['investasi', 'pemula']","['investasi', 'pemula']","['investasi', 'mula']",investasi mula
gp:AOqpTOGePc_zW5SkqipEsj-_ULs931Tafndg8CeVpIE6mH8LmmRQjWnIiYAAqXTVskwMO6wYrzKoJbveuBeHzw,gunarti pratiwi,https://play-lh.googleusercontent.com/a-/AOh14Gic6NMtTy5uqRV_giIxOJZk04T2pBKevCo1eG6v,kenapa tidak muncul dan halaman web tidak tersedia,2,0,3.24.0,2022-01-02 01:07:40,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:54:22,0,"['kenapa', 'tidak', 'muncul', 'dan', 'halaman', 'web', 'tidak', 'tersedia']","['muncul', 'halaman', 'web', 'tersedia']","['muncul', 'halaman', 'web', 'tersedia']","['muncul', 'halaman', 'web', 'sedia']",muncul halaman web sedia
gp:AOqpTOFAWoSK7EA4Wx_MkZoVS40eecU9dT1H6tGhndJQlKfS4gs30DRIIQ4NFzBDZWetXqOqzYtXj5f8zOLhVw,Iwan Nugraha,https://play-lh.googleusercontent.com/a-/AOh14GgvYWQZ3tGTg6rblCTn9e09dwLwCzEeS_nmvajVxQ,kenapa aplikasinya tidak bisa dibuka websitenya pun sama,1,0,3.24.0,2022-01-02 13:37:11,"Hai kak, mohon maaf atas kendala sebelumnya. Kakak bisa coba kembali akses aplikasi Bibitnya saat ini. Jika masih kendala, harap langsung hubungi layanan live chat aplikasi Bibit atau bisa juga melalui DM Instagram @bibit.id maupun messenger FB untuk dibantu pengecekannya ya, tim support kami pasti segera membantu masalah kakak. Terima kasih
",2022-01-03 05:20:39,0,"['kenapa', 'aplikasinya', 'tidak', 'bisa', 'dibuka', 'websitenya', 'pun', 'sama']","['aplikasinya', 'dibuka', 'websitenya']","['aplikasinya', 'dibuka', 'websitenya']","['aplikasi', 'buka', 'websitenya']",aplikasi buka websitenya
gp:AOqpTOGpqFI1TxdyWl_EGFMuVWTLApqbQYsg98smkutvyPQSYTfmoJ8C8W3TABbryzhHC2Lg1hD3JYIY7I6DVw,Netizen Tv,https://play-lh.googleusercontent.com/a-/AOh14GhmzTvVydQ6yZ9xiTI_rJlevf0if8oUtUs58MERYA,mantul buat tabungan jangka panjang bagus sih,5,0,3.19.3,2022-01-05 12:07:19,,,1,"['mantul', 'buat', 'tabungan', 'jangka', 'panjang', 'bagus', 'sih']","['mantul', 'tabungan', 'jangka', 'bagus']","['mantul', 'tabungan', 'jangka', 'bagus']","['mantul', 'tabung', 'jangka', 'bagus']",mantul tabung jangka bagus
gp:AOqpTOHoBoPOvXqguJ55x8jLIdrYFKf3QWyssAINMXFK_BiEboa7LrDrurLWrMs_a_6o_E8C1l4gICWZklsESw,Bang Brewox Channel,https://play-lh.googleusercontent.com/a-/AOh14GhD5lNbyOzJnwhcWFF-e_MoB9nSlX3K5nD0HiaPEg,semoga aplikasi ini real nyata bisa mewujudkan impian saya dan keluarga untuk mempunyai rumah dan fasilitas,5,1,3.24.0,2021-12-28 15:17:49,,,1,"['semoga', 'aplikasi', 'ini', 'real', 'nyata', 'bisa', 'mewujudkan', 'impian', 'saya', 'dan', 'keluarga', 'untuk', 'mempunyai', 'rumah', 'dan', 'fasilitas']","['semoga', 'aplikasi', 'real', 'nyata', 'mewujudkan', 'impian', 'keluarga', 'rumah', 'fasilitas']","['semoga', 'aplikasi', 'real', 'nyata', 'mewujudkan', 'impian', 'keluarga', 'rumah', 'fasilitas']","['moga', 'aplikasi', 'real', 'nyata', 'wujud', 'impi', 'keluarga', 'rumah', 'fasilitas']",moga aplikasi real nyata wujud impi keluarga rumah fasilitas
gp:AOqpTOHseLVkLpsuXCb28YbLwebxz2fC2aaekGJBSFszYWqJQBQf9mYfVHhfzbn9RfJ3EvuyihssfJZ7aj14zg,Aditya Putra Rahadiyan,https://play-lh.googleusercontent.com/a-/AOh14GirocDiKEwWX0VW7UCT4-rAzK3lanMdt7ZBo2_Aqw,aplikasinya bagus  mungkin untuk kalian yang baru mulai bisa pakai kode referal  mraqqab agar mendapatkan rp  ,5,0,3.24.0,2022-01-01 11:02:57,,,1,"['aplikasinya', 'bagus', 'mungkin', 'untuk', 'kalian', 'yang', 'baru', 'mulai', 'bisa', 'pakai', 'kode', 'referal', 'mraqqab', 'agar', 'mendapatkan', 'rp']","['aplikasinya', 'bagus', 'pakai', 'kode', 'referal', 'mraqqab', 'rp']","['aplikasinya', 'bagus', 'pakai', 'kode', 'referal', 'mraqqab', 'rp']","['aplikasi', 'bagus', 'pakai', 'kode', 'referal', 'mraqqab', 'rp']",aplikasi bagus pakai kode referal mraqqab rp
gp:AOqpTOG2_QUVjdhNunSYe7l9Cg8VcGkIFQ--F_NLTp09yfWFUi9I0xL9qRDIVA3AfxTFj-SWAyWA5EY7YmW48w,Jupiter Supriyadi,https://play-lh.googleusercontent.com/a-/AOh14GgEe0HtopwUv6kbzebjWsksGhQy80RvEwvjF9xB4g,notifikasi promosi nya ganggu banget anj,1,0,3.18.1,2022-01-21 09:43:07,"Hai kak, kakak bisa matikan push notificationnya dari setting handphone kakak ya. Jika memiliki pertanyaan atau mengalami kendala terkait Bibit silahkan langsung hubungi layanan live chat atau WA +622150864230, tim support kami pasti segera membantu masalah kakak. Terima kasih",2022-01-23 06:40:00,0,"['notifikasi', 'promosi', 'nya', 'ganggu', 'banget', 'anj']","['notifikasi', 'promosi', 'ganggu', 'banget', 'anj']","['notifikasi', 'promosi', 'ganggu', 'banget', 'anj']","['notifikasi', 'promosi', 'ganggu', 'banget', 'anj']",notifikasi promosi ganggu banget anj
gp:AOqpTOFjKqmZLmd7DMBO2nH6mqyNDDVYMrIoqtsJBLmQZ-HUDeNaO_w4GoOe712mcfR_bvSsV98L3Zu3dQLZUg,Eliz nimaz,https://play-lh.googleusercontent.com/a-/AOh14GhxfQDbyhV2Mmz44TrRQSl737lK6X4rnC9ddcczgos,kok aplikasi bibit sy tidak bisa di buka knp yaa,3,0,3.24.0,2022-01-02 08:43:46,,,0,"['kok', 'aplikasi', 'bibit', 'sy', 'tidak', 'bisa', 'di', 'buka', 'knp', 'yaa']","['aplikasi', 'bibit', 'sy', 'buka', 'knp', 'yaa']","['aplikasi', 'bibit', 'sy', 'buka', 'knp', 'yaa']","['aplikasi', 'bibit', 'sy', 'buka', 'knp', 'yaa']",aplikasi bibit sy buka knp yaa
gp:AOqpTOE9hKfYUwSaD6zb5mSGSAwKf7h2iy4GCrQxCmBTiE8dLyRchY0KU532WdPzirYhtm92ixZ4ybeJOqpeVQ,ismanudin Pasker,https://play-lh.googleusercontent.com/a-/AOh14GhjrMmNYEinIE8G-9Vismn75qsNHPdzT2lW8n3qhw,mantap semoga kedepannya bisa jauh lebih baik lagi amin hai mengapa saya melakukan penarikan dana dan sudah menerima notifikasi dari email bahwa dana akan segera diproses sejak     hingga sekarang dana tidak saya terima,4,1,3.19.3,2022-01-05 11:14:28,,,1,"['mantap', 'semoga', 'kedepannya', 'bisa', 'jauh', 'lebih', 'baik', 'lagi', 'amin', 'hai', 'mengapa', 'saya', 'melakukan', 'penarikan', 'dana', 'dan', 'sudah', 'menerima', 'notifikasi', 'dari', 'email', 'bahwa', 'dana', 'akan', 'segera', 'diproses', 'sejak', 'hingga', 'sekarang', 'dana', 'tidak', 'saya', 'terima']","['mantap', 'semoga', 'kedepannya', 'amin', 'hai', 'penarikan', 'dana', 'menerima', 'notifikasi', 'email', 'dana', 'diproses', 'dana', 'terima']","['mantap', 'semoga', 'kedepannya', 'amin', 'hai', 'penarikan', 'dana', 'menerima', 'notifikasi', 'email', 'dana', 'diproses', 'dana', 'terima']","['mantap', 'moga', 'depan', 'amin', 'hai', 'tari', 'dana', 'terima', 'notifikasi', 'email', 'dana', 'proses', 'dana', 'terima']",mantap moga depan amin hai tari dana terima notifikasi email dana proses dana terima
gp:AOqpTOF_jiOqUN63UlIdqysTLkEEe27xygM8mCLgL_NR6g5_ECwpOCwbeBefHw3F-FEa7YXfKjJ6PFhI31WKzA,Dionisius wahyu wijaya,https://play-lh.googleusercontent.com/a-/AOh14GgVlJRbF36f-lL9VCHHOyZVo0dDR9BemzsmNN7Bww,saya kecewa kenapa apk tidak bisa dibuka sudah   hari saya tunggu mohon bantuannya,1,0,3.24.0,2022-01-03 02:23:25,"Hai kak, mohon maaf atas kendalanya karena saat ini sedang ada gangguan dari providernya ketika membuka app Bibit yang terjadi di beberapa user. Untuk kendala tersebut sedang dalam proses pengecekan team terkait. Kakak tidak perlu khawatir karena data kakak tersimpan aman KSEI dan dana investasi kakak aman tersimpan di Bank Kustodian :) Trims",2022-01-03 02:56:51,0,"['saya', 'kecewa', 'kenapa', 'apk', 'tidak', 'bisa', 'dibuka', 'sudah', 'hari', 'saya', 'tunggu', 'mohon', 'bantuannya']","['kecewa', 'apk', 'dibuka', 'tunggu', 'mohon', 'bantuannya']","['kecewa', 'apk', 'dibuka', 'tunggu', 'mohon', 'bantuannya']","['kecewa', 'apk', 'buka', 'tunggu', 'mohon', 'bantu']",kecewa apk buka tunggu mohon bantu
